field,title,link,desc
Development Environment,GitHub Actions,https://github.com/sdras/awesome-actions#readme,Create tasks to automate your workflow and share them with others on GitHub.
Entertainment,Science Fiction,https://github.com/sindresorhus/awesome-scifi#readme,Scifi.
Entertainment,Fantasy,https://github.com/RichardLitt/awesome-fantasy#readme,Fantasy
Entertainment,Podcasts,https://github.com/ayr-ton/awesome-geek-podcasts#readme,Podcasts
Entertainment,Email Newsletters,https://github.com/zudochkin/awesome-newsletters#readme,Email Newsletters
Entertainment,IT Quotes,https://github.com/victorlaerte/awesome-it-quotes#readme,IT Quotes
Databases,Database,https://github.com/numetriclabz/awesome-db#readme,Database
Databases,MySQL,https://github.com/shlomi-noach/awesome-mysql#readme,MySQL
Databases,SQLAlchemy,https://github.com/dahlia/awesome-sqlalchemy#readme,SQLAlchemy
Databases,InfluxDB,https://github.com/mark-rushakoff/awesome-influxdb#readme,InfluxDB
Databases,Neo4j,https://github.com/neueda/awesome-neo4j#readme,Neo4j
Databases,MongoDB,https://github.com/ramnes/awesome-mongodb#readme,NoSQL database.
Databases,RethinkDB,https://github.com/d3viant0ne/awesome-rethinkdb#readme,RethinkDB
Databases,TinkerPop,https://github.com/mohataher/awesome-tinkerpop#readme,Graph computing framework.
Databases,PostgreSQL,https://github.com/dhamaniasad/awesome-postgres#readme,Object-relational database.
Databases,CouchDB,https://github.com/quangv/awesome-couchdb#readme,Document-oriented NoSQL database.
Databases,HBase,https://github.com/rayokota/awesome-hbase#readme,"Distributed, scalable, big data store."
Databases,NoSQL Guides,https://github.com/erictleung/awesome-nosql-guides#readme,"Help on using non-relational, distributed, open-source, and horizontally scalable databases."
Databases,Database Tools,https://github.com/mgramin/awesome-db-tools#readme,Everything that makes working with databases easier.
Databases,TypeDB,https://github.com/vaticle/typedb-awesome#readme,Logical database to organize large and complex networks of data as one body of knowledge.
Databases,Cassandra,https://github.com/Anant/awesome-cassandra#readme,"Open-source, distributed, wide column store, NoSQL database management system."
Databases,TDengine,https://github.com/taosdata/awesome-tdengine#readme,"An open-source time-series database with high-performance, scalability, and SQL support."
Databases,Supabase,https://github.com/lyqht/awesome-supabase#readme,An open-source alternative to Firebase.
Media,Creative Commons Media,https://github.com/shime/creative-commons-media#readme,Creative Commons Media
Media,Fonts,https://github.com/brabadu/awesome-fonts#readme,Fonts
Media,Codeface,https://github.com/chrissimpkins/codeface#readme,Text editor fonts.
Media,Stock Resources,https://github.com/neutraltone/awesome-stock-resources#readme,Stock Resources
Media,GIF,https://github.com/davisonio/awesome-gif#readme,Image format known for animated images.
Media,Music,https://github.com/ciconia/awesome-music#readme,Music
Media,Open Source Documents,https://github.com/44bits/awesome-opensource-documents#readme,Open Source Documents
Media,Audio Visualization,https://github.com/willianjusten/awesome-audio-visualization#readme,Audio Visualization
Media,Broadcasting,https://github.com/ebu/awesome-broadcasting#readme,Broadcasting
Media,Pixel Art,https://github.com/Siilwyn/awesome-pixel-art#readme,Pixel-level digital art.
Media,FFmpeg,https://github.com/transitive-bullshit/awesome-ffmpeg#readme,"Cross-platform solution to record, convert and stream audio and video."
Media,Icons,https://github.com/notlmn/awesome-icons#readme,Downloadable SVG/PNG/font icon projects.
Media,Audiovisual,https://github.com/stingalleman/awesome-audiovisual#readme,"Lighting, audio and video in professional environments."
Media,VLC,https://github.com/mfkl/awesome-vlc#readme,Cross-platform media player software and streaming server.
Learn,CLI Workshoppers,https://github.com/therebelrobot/awesome-workshopper#readme,Interactive tutorials.
Learn,Learn to Program,https://github.com/karlhorky/learn-to-program#readme,Learn to Program
Learn,Speaking,https://github.com/matteofigus/awesome-speaking#readme,Speaking
Learn,Tech Videos,https://github.com/lucasviola/awesome-tech-videos#readme,Tech Videos
Learn,Dive into Machine Learning,https://github.com/hangtwenty/dive-into-machine-learning#readme,Dive into Machine Learning
Learn,Computer History,https://github.com/watson/awesome-computer-history#readme,Computer History
Learn,Programming for Kids,https://github.com/HollyAdele/awesome-programming-for-kids#readme,Programming for Kids
Learn,STEAM,https://github.com/RahulBirCodes/awesome-steam#readme,"Supplements for specific science, technology, engineering, arts, and math (STEAM) courses across all grade levels."
Learn,Educational Games,https://github.com/yrgo/awesome-educational-games#readme,Learn while playing.
Learn,JavaScript Learning,https://github.com/micromata/awesome-javascript-learning#readme,JavaScript Learning
Learn,CSS Learning,https://github.com/micromata/awesome-css-learning#readme,Mainly about CSS – the language and the modules.
Learn,Product Management,https://github.com/dend/awesome-product-management#readme,Learn how to be a better product manager.
Learn,Roadmaps,https://github.com/liuchong/awesome-roadmaps#readme,Gives you a clear route to improve your knowledge and skills.
Learn,YouTubers,https://github.com/JoseDeFreitas/awesome-youtubers#readme,Watch video tutorials from YouTubers that teach you about technology.
Learn,Hackathon,https://github.com/dribdat/awesome-hackathon#readme,Running fun and productive hackathons.
Learn,Certificates,https://github.com/PanXProject/awesome-certificates#readme,Free computer science certifications to showcase your knowledge.
Security,Application Security,https://github.com/paragonie/awesome-appsec#readme,Application Security
Security,Security,https://github.com/sbilly/awesome-security#readme,Security
Security,CTF,https://github.com/apsdehal/awesome-ctf#readme,Capture The Flag.
Security,Cyber Security University,https://github.com/brootware/awesome-cyber-security-university#readme,Free educational resources that focus on learning by doing.
Security,Malware Analysis,https://github.com/rshipp/awesome-malware-analysis#readme,Malware Analysis
Security,Android Security,https://github.com/ashishb/android-security-awesome#readme,Android Security
Security,Hacking,https://github.com/carpedm20/awesome-hacking#readme,Hacking
Security,Hacking Spots,https://github.com/daviddias/awesome-hacking-locations#readme,Hacking Spots
Security,Honeypots,https://github.com/paralax/awesome-honeypots#readme,"Deception trap, designed to entice an attacker into attempting to compromise the information systems in an organization."
Security,Incident Response,https://github.com/meirwah/awesome-incident-response#readme,Incident Response
Security,Vehicle Security and Car Hacking,https://github.com/jaredthecoder/awesome-vehicle-security#readme,Vehicle Security and Car Hacking
Security,Web Security,https://github.com/qazbnm456/awesome-web-security#readme,Security of web apps & services.
Security,Lockpicking,https://github.com/fabacab/awesome-lockpicking#readme,The art of unlocking a lock by manipulating its components without the key.
Security,Cybersecurity Blue Team,https://github.com/fabacab/awesome-cybersecurity-blueteam#readme,Groups of individuals who identify security flaws in information technology systems.
Security,Fuzzing,https://github.com/cpuu/awesome-fuzzing#readme,Automated software testing technique that involves feeding pseudo-randomly generated input data.
Security,Embedded and IoT Security,https://github.com/fkie-cad/awesome-embedded-and-iot-security#readme,Embedded and IoT Security
Security,GDPR,https://github.com/bakke92/awesome-gdpr#readme,Regulation on data protection and privacy for all individuals within EU.
Security,DevSecOps,https://github.com/TaptuIT/awesome-devsecops#readme,Integration of security practices into [DevOps](https://en.wikipedia.org/wiki/DevOps).
Security,Executable Packing,https://github.com/dhondta/awesome-executable-packing#readme,Packing and unpacking executable formats.
Security,Malware Persistence,https://github.com/Karneades/awesome-malware-persistence#readme,Techniques that adversaries use to keep access to systems across restarts.
Security,EVM Security,https://github.com/kareniel/awesome-evm-security#readme,Understanding the Ethereum Virtual Machine security ecosystem.
Security,Password Cracking,https://github.com/n0kovo/awesome-password-cracking#readme,The process of recovering passwords from data that has been stored in or transmitted by a system in scrambled form.
Security,Security Card Games,https://github.com/Karneades/awesome-security-card-games#readme,Train your skills and discuss various security topics.
Security,Suricata,https://github.com/satta/awesome-suricata#readme,Intrusion detection/prevention system and network security monitoring engine.
Security,Prompt Injection,https://github.com/FonduAI/awesome-prompt-injection#readme,A type of vulnerability that specifically targets machine learning models.
Content Management Systems,Umbraco,https://github.com/umbraco-community/awesome-umbraco#readme,Umbraco
Content Management Systems,Refinery CMS,https://github.com/refinerycms-contrib/awesome-refinerycms#readme,Ruby on Rails CMS.
Content Management Systems,Wagtail,https://github.com/springload/awesome-wagtail#readme,Django CMS focused on flexibility and user experience.
Content Management Systems,Textpattern,https://github.com/drmonkeyninja/awesome-textpattern#readme,Lightweight PHP-based CMS.
Content Management Systems,Drupal,https://github.com/nirgn975/awesome-drupal#readme,Extensible PHP-based CMS.
Content Management Systems,Craft CMS,https://github.com/craftcms/awesome#readme,Content-first CMS.
Content Management Systems,Sitecore,https://github.com/MartinMiles/Awesome-Sitecore#readme,.NET digital marketing platform that combines CMS with tools for managing multiple websites.
Content Management Systems,Silverstripe CMS,https://github.com/wernerkrauss/awesome-silverstripe-cms#readme,PHP MVC framework that serves as a classic or headless CMS.
Content Management Systems,Directus,https://github.com/directus-community/awesome-directus#readme,A real-time API and app dashboard for managing SQL database content.
Content Management Systems,Plone,https://github.com/collective/awesome-plone#readme,Open source Python CMS.
Hardware,Robotics,https://github.com/Kiloreux/awesome-robotics#readme,Robotics
Hardware,Internet of Things,https://github.com/HQarroum/awesome-iot#readme,Internet of Things
Hardware,Electronics,https://github.com/kitspace/awesome-electronics#readme,For electronic engineers and hobbyists.
Hardware,Bluetooth Beacons,https://github.com/rabschi/awesome-beacon#readme,Bluetooth Beacons
Hardware,Electric Guitar Specifications,https://github.com/gitfrage/guitarspecs#readme,Checklist for building your own electric guitar.
Hardware,Plotters,https://github.com/beardicus/awesome-plotters#readme,Computer-controlled drawing machines and other visual art robots.
Hardware,Robotic Tooling,https://github.com/protontypes/awesome-robotic-tooling#readme,Free and open tools for professional robotic development.
Hardware,LIDAR,https://github.com/szenergy/awesome-lidar#readme,Sensor for measuring distances by illuminating the target with laser light.
Hardware,Open Hardware,https://github.com/delftopenhardware/awesome-open-hardware#readme,Open-source hardware projects.
Hardware,ADS-B,https://github.com/rickstaa/awesome-adsb#readme,"Technology broadcasting aircraft's identity, position, and data periodically."
Hardware,Flying FPV,https://github.com/Matthias84/awesome-flying-fpv#readme,Open hardware and software related to drones / UAVs.
Business,Open Companies,https://github.com/opencompany/awesome-open-company#readme,Open Companies
Business,Places to Post Your Startup,https://github.com/mmccaff/PlacesToPostYourStartup#readme,Places to Post Your Startup
Business,OKR Methodology,https://github.com/domenicosolazzo/awesome-okr#readme,Goal setting & communication best practices.
Business,Leading and Managing,https://github.com/LappleApple/awesome-leading-and-managing#readme,Leading people and being a manager in a technology company/environment.
Business,Indie,https://github.com/mezod/awesome-indie#readme,Independent developer businesses.
Business,Tools of the Trade,https://github.com/cjbarber/ToolsOfTheTrade#readme,Tools used by companies on Hacker News.
Business,Clean Tech,https://github.com/nglgzz/awesome-clean-tech#readme,Fighting climate change with technology.
Business,Wardley Maps,https://github.com/wardley-maps-community/awesome-wardley-maps#readme,Provides high situational awareness to help improve strategic planning and decision making.
Business,Social Enterprise,https://github.com/RayBB/awesome-social-enterprise#readme,Building an organization primarily focused on social impact that is at least partially self-funded.
Business,Engineering Team Management,https://github.com/kdeldycke/awesome-engineering-team-management#readme,How to transition from software development to engineering management.
Business,Developer-First Products,https://github.com/agamm/awesome-developer-first#readme,Products that target developers as the user.
Business,Billing,https://github.com/kdeldycke/awesome-billing#readme,"Payments, invoicing, pricing, accounting, marketplace, fraud, and business intelligence."
Business,Engineering Strategy,https://github.com/aleixmorgadas/awesome-engineering-strategy#readme,How to design and execute engineering strategies for tech leadership.
Work,Slack,https://github.com/matiassingers/awesome-slack#readme,Team collaboration.
Work,Remote Jobs,https://github.com/lukasz-madon/awesome-remote-job#readme,Remote Jobs
Work,Productivity,https://github.com/jyguyomarch/awesome-productivity#readme,Productivity
Work,Niche Job Boards,https://github.com/tramcar/awesome-job-boards#readme,Niche Job Boards
Work,Programming Interviews,https://github.com/DopplerHQ/awesome-interview-questions#readme,Programming Interviews
Work,Code Review,https://github.com/joho/awesome-code-review#readme,Reviewing code.
Work,Creative Technology,https://github.com/j0hnm4r5/awesome-creative-technology#readme,"Businesses & groups that specialize in combining computing, design, art, and user experience."
Work,Internships,https://github.com/lodthe/awesome-internships#readme,CV writing guides and companies that hire interns.
Networking,Software-Defined Networking,https://github.com/sdnds-tw/awesome-sdn#readme,Software-Defined Networking
Networking,Network Analysis,https://github.com/briatte/awesome-network-analysis#readme,Network Analysis
Networking,PCAPTools,https://github.com/caesar0301/awesome-pcaptools#readme,PCAPTools
Networking,Real-Time Communications,https://github.com/rtckit/awesome-rtc#readme,Network protocols for near simultaneous exchange of media and data.
Networking,SNMP,https://github.com/eozer/awesome-snmp#readme,"A protocol for collecting, modifying, and organizing information about managed devices on IP networks."
Networking,Scapy,https://github.com/secdev/awesome-scapy#readme,Python-based interactive packet manipulation.
Decentralized Systems,Bitcoin,https://github.com/igorbarinov/awesome-bitcoin#readme,Bitcoin services and tools for software developers.
Decentralized Systems,Ripple,https://github.com/vhpoet/awesome-ripple#readme,Open source distributed settlement network.
Decentralized Systems,Non-Financial Blockchain,https://github.com/machinomy/awesome-non-financial-blockchain#readme,Non-financial blockchain applications.
Decentralized Systems,Mastodon,https://github.com/hyperupcall/awesome-mastodon#readme,Open source decentralized microblogging network.
Decentralized Systems,Ethereum,https://github.com/ttumiel/Awesome-Ethereum#readme,Distributed computing platform for smart contract development.
Decentralized Systems,Blockchain AI,https://github.com/steven2358/awesome-blockchain-ai#readme,Blockchain projects for artificial intelligence and machine learning.
Decentralized Systems,EOSIO,https://github.com/DanailMinchev/awesome-eosio#readme,A decentralized operating system supporting industrial-scale apps.
Decentralized Systems,Corda,https://github.com/chainstack/awesome-corda#readme,Open source blockchain platform designed for business.
Decentralized Systems,Waves,https://github.com/msmolyakov/awesome-waves#readme,Open source blockchain platform and development toolset for Web 3.0 apps and decentralized solutions.
Decentralized Systems,Substrate,https://github.com/substrate-developer-hub/awesome-substrate#readme,"Framework for writing scalable, upgradeable blockchains in Rust."
Decentralized Systems,Golem,https://github.com/golemfactory/awesome-golem#readme,Open source peer-to-peer marketplace for computing resources.
Decentralized Systems,Stacks,https://github.com/friedger/awesome-stacks-chain#readme,A smart contract platform secured by Bitcoin.
Decentralized Systems,Algorand,https://github.com/aorumbayev/awesome-algorand#readme,"An open-source, proof of stake blockchain and smart contract computing platform."
Decentralized Systems,ZeroNet,https://github.com/zolagonano/awesome-zeronet#readme,A decentralized web-like network of peer-to-peer users.
Decentralized Systems,Cosmos SDK,https://github.com/cosmos/awesome-cosmos#readme,Modular framework for building app-specific blockchains in Go.
Health and Social Science,Biomedical Information Extraction,https://github.com/caufieldjh/awesome-bioie#readme,How to extract information from unstructured biomedical data and text.
Health and Social Science,Computational Neuroscience,https://github.com/eselkin/awesome-computational-neuroscience#readme,A multidisciplinary science which uses computational approaches to study the nervous system.
Health and Social Science,Diversity,https://github.com/folkswhocode/awesome-diversity#readme,Creating a more inclusive and diverse tech community.
Health and Social Science,Digital History,https://github.com/maehr/awesome-digital-history#readme,Computer-aided scientific investigation of history.
Health and Social Science,Empathy in Engineering,https://github.com/KimberlyMunoz/empathy-in-engineering#readme,Building and promoting more compassionate engineering cultures.
Health and Social Science,Healthcare,https://github.com/kakoni/awesome-healthcare#readme,"Open source healthcare software for facilities, providers, developers, policy experts, and researchers."
Health and Social Science,Humane Technology,https://github.com/humanetech-community/awesome-humane-tech#readme,Open source projects that help improve society.
Health and Social Science,Mental Health,https://github.com/dreamingechoes/awesome-mental-health#readme,Mental health awareness and self-care in the software industry.
Health and Social Science,Neuroscience,https://github.com/analyticalmonk/awesome-neuroscience#readme,Study of the nervous system and brain.
Health and Social Science,Digital Humanities,https://github.com/dh-tech/awesome-digital-humanities#readme,Software for humanities scholars using quantitative or computational methods.
Events,Creative Tech Events,https://github.com/danvoyce/awesome-creative-tech-events#readme,"Events around the globe for creative coding, tech, design, music, arts and cool stuff."
Events,Events in Italy,https://github.com/ildoc/awesome-italy-events#readme,Tech-related events in Italy.
Events,Events in the Netherlands,https://github.com/awkward/awesome-netherlands-events#readme,Tech-related events in the Netherlands.
Testing,Testing,https://github.com/TheJambo/awesome-testing#readme,Software testing.
Testing,Visual Regression Testing,https://github.com/mojoaxel/awesome-regression-testing#readme,Ensures changes did not break the functionality or style.
Testing,Selenium,https://github.com/christian-bromann/awesome-selenium#readme,Open-source browser automation framework and ecosystem.
Testing,Appium,https://github.com/SrinivasanTarget/awesome-appium#readme,Test automation tool for apps.
Testing,TAP,https://github.com/sindresorhus/awesome-tap#readme,Test Anything Protocol.
Testing,JMeter,https://github.com/aliesbelik/awesome-jmeter#readme,Load testing and performance measurement tool.
Testing,k6,https://github.com/grafana/awesome-k6#readme,"Open-source, developer-centric performance monitoring and load testing solution."
Testing,Playwright,https://github.com/mxschmitt/awesome-playwright#readme,"Node.js library to automate Chromium, Firefox and WebKit with a single API."
Testing,Quality Assurance Roadmap,https://github.com/fityanos/awesome-quality-assurance-roadmap#readme,How to start & build a career in software testing.
Testing,Gatling,https://github.com/aliesbelik/awesome-gatling#readme,"Open-source load and performance testing framework based on Scala, Akka, and Netty."
Miscellaneous,Scientific Writing,https://github.com/writing-resources/awesome-scientific-writing#readme,"Distraction-free scientific writing with Markdown, reStructuredText and Jupyter notebooks."
Miscellaneous,JSON,https://github.com/burningtree/awesome-json#readme,Text based data interchange format.
Miscellaneous,CSV,https://github.com/secretGeek/awesomeCSV#readme,A text file format that stores tabular data and uses a comma to separate values.
Miscellaneous,Discounts for Student Developers,https://github.com/AchoArnold/discount-for-student-dev#readme,Discounts for Student Developers
Miscellaneous,Radio,https://github.com/kyleterry/awesome-radio#readme,Radio
Miscellaneous,Awesome,https://github.com/sindresorhus/awesome#readme,Recursion illustrated.
Miscellaneous,Analytics,https://github.com/0xnr/awesome-analytics#readme,Analytics
Miscellaneous,REST,https://github.com/marmelab/awesome-rest#readme,REST
Miscellaneous,Continuous Integration and Continuous Delivery,https://github.com/cicdops/awesome-ciandcd#readme,Continuous Integration and Continuous Delivery
Miscellaneous,Services Engineering,https://github.com/mmcgrana/services-engineering#readme,Services Engineering
Miscellaneous,Free for Developers,https://github.com/ripienaar/free-for-dev#readme,Free for Developers
Miscellaneous,Answers,https://github.com/cyberglot/awesome-answers#readme,"Stack Overflow, Quora, etc."
Miscellaneous,Sketch,https://github.com/diessica/awesome-sketch#readme,Design app for macOS.
Miscellaneous,Boilerplate Projects,https://github.com/melvin0008/awesome-projects-boilerplates#readme,Boilerplate Projects
Miscellaneous,Readme,https://github.com/matiassingers/awesome-readme#readme,Readme
Miscellaneous,GitHub Wiki,https://github.com/MyHoneyBadger/awesome-github-wiki#readme,Comprehensive documentation on GitHub beyond README.
Miscellaneous,Design and Development Guides,https://github.com/NARKOZ/guides#readme,Design and Development Guides
Miscellaneous,Software Engineering Blogs,https://github.com/kilimchoi/engineering-blogs#readme,Software Engineering Blogs
Miscellaneous,Self Hosted,https://github.com/awesome-selfhosted/awesome-selfhosted#readme,Self Hosted
Miscellaneous,FOSS Production Apps,https://github.com/DataDaoDe/awesome-foss-apps#readme,FOSS Production Apps
Miscellaneous,Gulp,https://github.com/alferov/awesome-gulp#readme,Task runner.
Miscellaneous,AMA,https://github.com/sindresorhus/amas#readme,Ask Me Anything.
Miscellaneous,Open Source Photography,https://github.com/ibaaj/awesome-OpenSourcePhotography#readme,Open Source Photography
Miscellaneous,OpenGL,https://github.com/eug/awesome-opengl#readme,Cross-platform API for rendering 2D and 3D graphics.
Miscellaneous,GraphQL,https://github.com/chentsulin/awesome-graphql#readme,GraphQL
Miscellaneous,Urban & Regional Planning,https://github.com/APA-Technology-Division/urban-and-regional-planning-resources#readme,Concerning the built environment and communities.
Miscellaneous,Transit,https://github.com/CUTR-at-USF/awesome-transit#readme,Transit
Miscellaneous,Research Tools,https://github.com/emptymalei/awesome-research#readme,Research Tools
Miscellaneous,Data Visualization,https://github.com/javierluraschi/awesome-dataviz#readme,Data Visualization
Miscellaneous,Microservices,https://github.com/mfornos/awesome-microservices#readme,Microservices
Miscellaneous,Unicode,https://github.com/jagracey/Awesome-Unicode#readme,"Unicode standards, quirks, packages and resources."
Miscellaneous,Beginner-Friendly Projects,https://github.com/MunGell/awesome-for-beginners#readme,Beginner-Friendly Projects
Miscellaneous,Katas,https://github.com/gamontal/awesome-katas#readme,Katas
Miscellaneous,Tools for Activism,https://github.com/drewrwilson/toolsforactivism#readme,Tools for Activism
Miscellaneous,Citizen Science,https://github.com/dylanrees/citizen-science#readme,For community-based and non-institutional scientists.
Miscellaneous,MQTT,https://github.com/hobbyquaker/awesome-mqtt#readme,"""Internet of Things"" connectivity protocol."
Miscellaneous,For Girls,https://github.com/cristianoliveira/awesome4girls#readme,For Girls
Miscellaneous,Vorpal,https://github.com/vorpaljs/awesome-vorpal#readme,Node.js CLI framework.
Miscellaneous,Vulkan,https://github.com/vinjn/awesome-vulkan#readme,"Low-overhead, cross-platform 3D graphics and compute API."
Miscellaneous,LaTeX,https://github.com/egeerardyn/awesome-LaTeX#readme,Typesetting language.
Miscellaneous,Economics,https://github.com/antontarasenko/awesome-economics#readme,An economist's starter kit.
Miscellaneous,Funny Markov Chains,https://github.com/sublimino/awesome-funny-markov#readme,Funny Markov Chains
Miscellaneous,Bioinformatics,https://github.com/danielecook/Awesome-Bioinformatics#readme,Bioinformatics
Miscellaneous,Cheminformatics,https://github.com/hsiaoyi0504/awesome-cheminformatics#readme,Informatics techniques applied to problems in chemistry.
Miscellaneous,Colorful,https://github.com/Siddharth11/Colorful#readme,Choose your next color scheme.
Miscellaneous,Steam,https://github.com/scholtzm/awesome-steam#readme,Digital distribution platform.
Miscellaneous,Bots,https://github.com/hackerkid/bots#readme,Building bots.
Miscellaneous,Site Reliability Engineering,https://github.com/dastergon/awesome-sre#readme,Site Reliability Engineering
Miscellaneous,DTrace,https://github.com/xen0l/awesome-dtrace#readme,Dynamic tracing framework.
Miscellaneous,Userscripts,https://github.com/bvolpato/awesome-userscripts#readme,Enhance your browsing experience.
Miscellaneous,Pokémon,https://github.com/tobiasbueschel/awesome-pokemon#readme,Pokémon and Pokémon GO.
Miscellaneous,ChatOps,https://github.com/exAspArk/awesome-chatops#readme,Managing technical and business operations through a chat.
Miscellaneous,Falsehood,https://github.com/kdeldycke/awesome-falsehood#readme,Falsehoods programmers believe in.
Miscellaneous,Domain-Driven Design,https://github.com/heynickc/awesome-ddd#readme,Software development approach for complex needs by connecting the implementation to an evolving model.
Miscellaneous,Quantified Self,https://github.com/woop/awesome-quantified-self#readme,Self-tracking through technology.
Miscellaneous,SaltStack,https://github.com/hbokh/awesome-saltstack#readme,Python-based config management system.
Miscellaneous,Web Design,https://github.com/nicolesaidy/awesome-web-design#readme,For digital designers.
Miscellaneous,Creative Coding,https://github.com/terkelg/awesome-creative-coding#readme,Programming something expressive instead of something functional.
Miscellaneous,No-Login Web Apps,https://github.com/aviaryan/awesome-no-login-web-apps#readme,Web apps that work without login.
Miscellaneous,Free Software,https://github.com/johnjago/awesome-free-software#readme,Free as in freedom.
Miscellaneous,Framer,https://github.com/podo/awesome-framer#readme,Prototyping interactive UI designs.
Miscellaneous,Markdown,https://github.com/BubuAnabelas/awesome-markdown#readme,Markup language.
Miscellaneous,Dev Fun,https://github.com/mislavcimpersak/awesome-dev-fun#readme,Funny developer projects.
Miscellaneous,Magento 2,https://github.com/DavidLambauer/awesome-magento2#readme,Open Source eCommerce built with PHP.
Miscellaneous,TikZ,https://github.com/xiaohanyu/awesome-tikz#readme,Graph drawing packages for TeX/LaTeX/ConTeXt.
Miscellaneous,Ad-Free,https://github.com/johnjago/awesome-ad-free#readme,Ad-free alternatives.
Miscellaneous,Prometheus,https://github.com/roaldnefs/awesome-prometheus#readme,Open-source monitoring system.
Miscellaneous,Homematic,https://github.com/homematic-community/awesome-homematic#readme,Smart home devices.
Miscellaneous,Ledger,https://github.com/sfischer13/awesome-ledger#readme,Double-entry accounting on the command-line.
Miscellaneous,Web Monetization,https://github.com/thomasbnt/awesome-web-monetization#readme,A free open web standard service that allows you to send money directly in your browser.
Miscellaneous,Uncopyright,https://github.com/johnjago/awesome-uncopyright#readme,Public domain works.
Miscellaneous,Crypto Currency Tools & Algorithms,https://github.com/Zheaoli/awesome-coins#readme,Digital currency where encryption is used to regulate the generation of units and verify transfers.
Miscellaneous,Open Source Supporters,https://github.com/zachflower/awesome-open-source-supporters#readme,Companies that offer their tools and services for free to open source projects.
Miscellaneous,Design Principles,https://github.com/robinstickel/awesome-design-principles#readme,Create better and more consistent designs and experiences.
Miscellaneous,Theravada,https://github.com/johnjago/awesome-theravada#readme,Teachings from the Theravada Buddhist tradition.
Miscellaneous,inspectIT,https://github.com/inspectit-labs/awesome-inspectit#readme,Open source Java app performance management tool.
Miscellaneous,Open Source Maintainers,https://github.com/nayafia/awesome-maintainers#readme,The experience of being an open source maintainer.
Miscellaneous,Calculators,https://github.com/xxczaki/awesome-calculators#readme,Calculators for every platform.
Miscellaneous,Captcha,https://github.com/ZYSzys/awesome-captcha#readme,A type of challenge–response test used in computing to determine whether or not the user is human.
Miscellaneous,Jupyter,https://github.com/markusschanta/awesome-jupyter#readme,"Create and share documents that contain code, equations, visualizations and narrative text."
Miscellaneous,FIRST Robotics Competition,https://github.com/andrewda/awesome-frc#readme,International high school robotics championship.
Miscellaneous,Speakers,https://github.com/karlhorky/awesome-speakers#readme,Conference and meetup speakers in the programming and design community.
Miscellaneous,Board Games,https://github.com/edm00se/awesome-board-games#readme,Table-top gaming fun for all.
Miscellaneous,Software Patreons,https://github.com/uraimo/awesome-software-patreons#readme,Fund individual programmers or the development of open source projects.
Miscellaneous,Parasite,https://github.com/ecohealthalliance/awesome-parasite#readme,Parasites and host-pathogen interactions.
Miscellaneous,Food,https://github.com/jzarca01/awesome-food#readme,Food-related projects on GitHub.
Miscellaneous,Bitcoin Payment Processors,https://github.com/alexk111/awesome-bitcoin-payment-processors#readme,Start accepting Bitcoin.
Miscellaneous,Scientific Computing,https://github.com/nschloe/awesome-scientific-computing#readme,Solving complex scientific problems using computers.
Miscellaneous,Amazon Sellers,https://github.com/ScaleLeap/awesome-amazon-seller#readme,Amazon Sellers
Miscellaneous,Agriculture,https://github.com/brycejohnston/awesome-agriculture#readme,Open source technology for farming and gardening.
Miscellaneous,Product Design,https://github.com/ttt30ga/awesome-product-design#readme,Design a product from the initial concept to production.
Miscellaneous,Prisma,https://github.com/catalinmiron/awesome-prisma#readme,Turn your database into a GraphQL API.
Miscellaneous,Software Architecture,https://github.com/simskij/awesome-software-architecture#readme,The discipline of designing and building software.
Miscellaneous,Connectivity Data and Reports,https://github.com/stevesong/awesome-connectivity-info#readme,Better understand who has access to telecommunication and internet infrastructure and on what terms.
Miscellaneous,Stacks,https://github.com/stackshareio/awesome-stacks#readme,Tech stacks for building different apps and features.
Miscellaneous,Cytodata,https://github.com/cytodata/awesome-cytodata#readme,Image-based profiling of biological phenotypes for computational biologists.
Miscellaneous,IRC,https://github.com/davisonio/awesome-irc#readme,Open source messaging protocol.
Miscellaneous,Advertising,https://github.com/cenoura/awesome-ads#readme,Advertising and programmatic media for websites.
Miscellaneous,Earth,https://github.com/philsturgeon/awesome-earth#readme,Find ways to resolve the climate crisis.
Miscellaneous,Naming,https://github.com/gruhn/awesome-naming#readme,Naming things in computer science done right.
Miscellaneous,Web Archiving,https://github.com/iipc/awesome-web-archiving#readme,An effort to preserve the Web for future generations.
Miscellaneous,WP-CLI,https://github.com/schlessera/awesome-wp-cli#readme,Command-line interface for WordPress.
Miscellaneous,Credit Modeling,https://github.com/mourarthur/awesome-credit-modeling#readme,Methods for classifying credit applicants into risk classes.
Miscellaneous,Ansible,https://github.com/ansible-community/awesome-ansible#readme,"A Python-based, open source IT configuration management and automation platform."
Miscellaneous,Biological Visualizations,https://github.com/keller-mark/awesome-biological-visualizations#readme,Interactive visualization of biological data on the web.
Miscellaneous,QR Code,https://github.com/make-github-pseudonymous-again/awesome-qr-code#readme,A type of matrix barcode that can be used to store and share a small amount of information.
Miscellaneous,Veganism,https://github.com/sdassow/awesome-veganism#readme,Making the plant-based lifestyle easy and accessible.
Miscellaneous,Translations,https://github.com/mbiesiad/awesome-translations#readme,The transfer of the meaning of a text from one language to another.
